count,seed,total_rows,valid_count,invalid_count,invalid_rate,best_reward,mean_valid_reward,top_n,min_coverage,constant_std_eps,invalid_reason,invalid_reason_count
300,42,302.0,214.0,88.0,0.2913907284768212,0.006514199735123583,0.003668447615753119,20.0,0.2,1e-12,,
300,42,,,,,,,,,,constant_signal,49.0
300,42,,,,,,,,,,low_coverage,1.0
300,42,,,,,,,,,,non_finite_result,38.0
