step,avg_reward,std_reward,step_max_reward,best_gpu_reward,valid_rate,invalid_rate,avg_formula_len,entropy,loss,sample_seconds,vm_seconds,score_seconds,backward_seconds,step_seconds,formulas_per_second,cuda_memory_allocated_mb,cuda_memory_reserved_mb,avg_allowed_actions
11,-0.3519524335861206,1.1924948692321777,0.006877366919070482,0.008245733566582203,0.90576171875,0.09423828125,15.134765625,40.0962028503418,-0.7498444318771362,8.085504844784737,0.21381785720586777,2.041028356179595,0.05725000984966755,10.41675971634686,196.60624376178183,553.1396484375,16526.0,17.22756778492647
12,-0.2805829346179962,1.078645944595337,0.006949648726731539,0.008245733566582203,0.92529296875,0.07470703125,15.14794921875,40.17394256591797,-0.7474337816238403,8.196300655603409,0.21447379887104034,2.0349023435264826,0.057061947882175446,10.522028870880604,194.639268256313,553.1396484375,16526.0,17.314826516544116
13,-0.22583898901939392,0.951863706111908,0.007665082346647978,0.008245733566582203,0.93505859375,0.06494140625,15.16015625,40.0118522644043,-0.5382702350616455,8.232237158343196,0.2121285032480955,2.007247118279338,0.059250608086586,10.528786353766918,194.5143467810305,553.1396484375,16526.0,17.242273667279413
14,-0.26056385040283203,1.03361177444458,0.0069704363122582436,0.008245733566582203,0.9287109375,0.0712890625,15.0419921875,39.70006561279297,-0.7597347497940063,7.9384264927357435,0.21199248358607292,2.0031925793737173,0.05967649631202221,10.230819892138243,200.17945986653154,553.1396484375,16526.0,17.13686236213235
15,-0.21311819553375244,0.9335896968841553,0.006593494676053524,0.008245733566582203,0.93994140625,0.06005859375,15.2568359375,40.08404541015625,-0.682582676410675,8.170235220342875,0.21621070988476276,2.033208880573511,0.059404948726296425,10.497020818293095,195.10297592541332,553.1396484375,16526.0,17.314366957720587
16,-0.20731014013290405,0.9442506432533264,0.00767093850299716,0.008245733566582203,0.94580078125,0.05419921875,15.2646484375,40.02107620239258,-0.6792209148406982,8.201572893187404,0.2165661808103323,2.048567734658718,0.05726778507232666,10.54394788108766,194.2346475055545,553.1396484375,16526.0,17.303136488970587
17,-0.1617574393749237,0.8147351145744324,0.007160802371799946,0.008245733566582203,0.953125,0.046875,15.234375,39.856971740722656,-0.5053490400314331,7.988301385194063,0.21401006169617176,1.9826263282448053,0.05685037560760975,10.261812660843134,199.5748770404596,553.1396484375,16526.0,17.260799632352942
18,-0.16811609268188477,0.8518570065498352,0.007177187129855156,0.008245733566582203,0.955078125,0.044921875,15.2822265625,39.96851348876953,-0.5814208984375,8.036296980455518,0.21255171112716198,1.9967333022505045,0.05632220581173897,10.321494767442346,198.42087276545624,553.1396484375,16526.0,17.348948759191178
19,-0.1725229024887085,0.8518358469009399,0.007160537876188755,0.008245733566582203,0.9521484375,0.0478515625,15.30712890625,39.824073791503906,-0.6103498339653015,8.221871798858047,0.21685617603361607,2.030854981392622,0.05923152714967728,10.548136740922928,194.1575133411483,553.1396484375,16526.0,17.28662109375
20,-0.14516828954219818,0.7880566120147705,0.006799194496124983,0.008245733566582203,0.9599609375,0.0400390625,15.2958984375,39.62380599975586,-0.3106952905654907,8.127597166225314,0.2136078830808401,2.0343480221927166,0.056013382971286774,10.4514783564955,195.95313984716682,553.1396484375,16526.0,17.20737591911765
21,-0.0855306088924408,0.6195284128189087,0.007436657790094614,0.008245733566582203,0.9765625,0.0234375,15.30126953125,39.5543212890625,-0.6492022275924683,8.041065242141485,0.21678438410162926,2.0210645515471697,0.05770104378461838,10.357012033462524,197.7404287436479,553.1396484375,16526.0,17.207921645220587
22,-0.12129035592079163,0.69593745470047,0.006960029248148203,0.008245733566582203,0.96240234375,0.03759765625,15.23193359375,39.29034423828125,-0.5531452894210815,7.949342092499137,0.21454892493784428,1.9876683615148067,0.05752367898821831,10.228917615488172,200.21668733542342,553.1396484375,16526.0,17.130945542279413
23,-0.10498175770044327,0.6586511135101318,0.006736005190759897,0.008245733566582203,0.96826171875,0.03173828125,15.3828125,39.53783416748047,-0.48542654514312744,8.089621832594275,0.21504507586359978,1.9801985621452332,0.0571949053555727,10.362201871350408,197.64139180325614,553.1396484375,16526.0,17.26028262867647
24,-0.08933514356613159,0.6368765830993652,0.00725143076851964,0.008245733566582203,0.97607421875,0.02392578125,15.32568359375,39.33686065673828,-0.44446396827697754,8.01287647895515,0.21462508291006088,2.0092452112585306,0.05719383619725704,10.313997238874435,198.5651103609853,553.1396484375,16526.0,17.19873046875
25,-0.08350381255149841,0.604651927947998,0.007484546396881342,0.008245733566582203,0.97607421875,0.02392578125,15.3916015625,39.220367431640625,-0.6221116185188293,7.981607906520367,0.21597687527537346,1.9838455487042665,0.05800143629312515,10.259637417271733,199.61719081341658,553.1396484375,16526.0,17.14352596507353
26,-0.0737994834780693,0.5510475635528564,0.007162637542933226,0.008245733566582203,0.9765625,0.0234375,15.32666015625,39.08827590942383,-0.46162280440330505,7.9723650719970465,0.21673414669930935,1.9886429533362389,0.05746891349554062,10.255190094932914,199.70375790614708,553.1396484375,16526.0,17.15377987132353
27,-0.06054036319255829,0.5351561903953552,0.006821441929787397,0.008245733566582203,0.98388671875,0.01611328125,15.38134765625,39.11481857299805,-0.3373638391494751,7.989035254344344,0.2150377258658409,1.999156627804041,0.05727585032582283,10.281166046857834,199.19919498099313,553.1396484375,16526.0,17.197437959558822
28,-0.06928861886262894,0.5634565353393555,0.007424521259963512,0.008245733566582203,0.98095703125,0.01904296875,15.29736328125,38.75960922241211,-0.12003487348556519,7.971493126824498,0.21528374589979649,1.9895321559160948,0.05733312852680683,10.253717247396708,199.73244342386778,553.1396484375,16526.0,17.042423023897058
29,-0.04191984236240387,0.4218398928642273,0.00790271908044815,0.008245733566582203,0.98583984375,0.01416015625,15.3837890625,38.798004150390625,-0.39410483837127686,7.970936404541135,0.21613940596580505,1.9929397143423557,0.059969231486320496,10.258539583534002,199.6385531608464,553.1396484375,16526.0,17.087948069852942
30,-0.03750085085630417,0.4027242660522461,0.006606456357985735,0.008245733566582203,0.9873046875,0.0126953125,15.43603515625,38.76881408691406,0.016239821910858154,7.9940488282591105,0.22020728513598442,1.991695499047637,0.057306382805109024,10.283188257366419,199.16002204208445,553.1396484375,16528.0,17.099609375
31,-0.04194846749305725,0.4041014015674591,0.0067219845950603485,0.008245733566582203,0.984375,0.015625,15.345703125,38.44361114501953,-0.27213364839553833,7.939529504626989,0.21638757549226284,1.99171525798738,0.057504601776599884,10.225374722853303,200.2860585072547,553.1396484375,16528.0,16.975040211397058
32,-0.03506782650947571,0.4059613347053528,0.006878187879920006,0.008245733566582203,0.9892578125,0.0107421875,15.44921875,38.61381912231445,-0.2951395511627197,7.981815969571471,0.22065847925841808,1.9876499753445387,0.057541172951459885,10.267889192327857,199.45676873200588,553.1396484375,16528.0,17.097053079044116
33,-0.035539742559194565,0.3980250060558319,0.007129434030503035,0.008245733566582203,0.98828125,0.01171875,15.357421875,38.142452239990234,-0.1769465059041977,7.898501668125391,0.2178562767803669,1.9944381453096867,0.057349918410182,10.18839856237173,201.01294501412315,553.1396484375,16528.0,16.900562959558822
34,-0.04384422302246094,0.4750111997127533,0.006645861081779003,0.008245733566582203,0.9892578125,0.0107421875,15.51904296875,38.47764587402344,-0.48824161291122437,8.026991302147508,0.21793439611792564,2.0156164094805717,0.057114241644740105,10.337760822847486,198.10866541560094,553.1396484375,16528.0,17.08059512867647
35,-0.04727594554424286,0.4584607183933258,0.0071131568402051926,0.008245733566582203,0.9853515625,0.0146484375,15.55908203125,38.43547821044922,-0.5886159539222717,8.055018989369273,0.21997123025357723,2.002791967242956,0.05751054175198078,10.359082024544477,197.70091550076873,553.1396484375,16528.0,17.110523897058822
36,-0.036001648753881454,0.3899274170398712,0.007123337592929602,0.008245733566582203,0.9873046875,0.0126953125,15.47412109375,38.150230407714844,-0.16226321458816528,8.141865652054548,0.220619335770607,2.018326388671994,0.057099709287285805,10.458117615431547,195.82874043968098,553.1396484375,16528.0,17.01559627757353
37,-0.028662482276558876,0.3613106906414032,0.007222190499305725,0.008245733566582203,0.990234375,0.009765625,15.47509765625,38.101478576660156,0.061767756938934326,8.144170194864273,0.22075673379004002,2.025252701714635,0.056887634098529816,10.467494372278452,195.65331751443907,553.1396484375,16528.0,17.043744255514707
38,-0.020360909402370453,0.30393773317337036,0.007147957570850849,0.008245733566582203,0.9921875,0.0078125,15.47119140625,37.81592559814453,-0.15937811136245728,8.032384429126978,0.22058031149208546,2.055330151692033,0.057134442031383514,10.38607207685709,197.1871545705411,553.1396484375,16528.0,16.941147748161764
39,-0.02376164123415947,0.3261723220348358,0.007061844691634178,0.008245733566582203,0.9912109375,0.0087890625,15.50732421875,37.838462829589844,-0.24827232956886292,7.970681956037879,0.2183791771531105,1.9854814540594816,0.057752642780542374,10.253851652145386,199.7298253843474,553.1396484375,16528.0,16.996955422794116
40,-0.02130819857120514,0.3300614356994629,0.006987069267779589,0.008245733566582203,0.9931640625,0.0068359375,15.53857421875,37.74431610107422,-0.26382094621658325,8.089977316558361,0.22190221585333347,1.9890096113085747,0.05679296515882015,10.37717430666089,197.35623007560272,553.1396484375,17064.0,16.992991727941178
41,-0.02421935275197029,0.35960516333580017,0.006810016464442015,0.008245733566582203,0.9931640625,0.0068359375,15.591796875,37.657806396484375,-0.31162458658218384,7.92108285613358,0.22211930714547634,1.993616672232747,0.05752542056143284,10.214649887755513,200.49634813768554,553.1396484375,17616.0,16.971794577205884
42,-0.036965757608413696,0.41057857871055603,0.006563350558280945,0.008245733566582203,0.98828125,0.01171875,15.5546875,37.476932525634766,-0.304595947265625,7.909285441040993,0.21918334439396858,1.989613376557827,0.05755452252924442,10.197150392457843,200.84042317496562,553.1396484375,18204.0,16.954417509191178
43,-0.013947568833827972,0.26940515637397766,0.006743439473211765,0.008245733566582203,0.99462890625,0.00537109375,15.63818359375,37.58793640136719,-0.6098877787590027,7.978934392333031,0.2212747298181057,2.022596523165703,0.05717453919351101,10.301362127065659,198.80865993625375,553.1396484375,18204.0,17.049057904411764
44,-0.012520741671323776,0.21843598783016205,0.0067749302834272385,0.008245733566582203,0.9931640625,0.0068359375,15.53271484375,37.24999237060547,-0.14837101101875305,7.888952380046248,0.22074664942920208,1.9838048722594976,0.05977633036673069,10.171085746958852,201.35510121054193,553.1396484375,18204.0,16.934828814338236
45,-0.0002632837276905775,0.12701579928398132,0.007067388389259577,0.008245733566582203,0.99853515625,0.00146484375,15.56201171875,37.16888427734375,0.1236850917339325,7.892398953437805,0.22016788460314274,1.9858250673860312,0.05745236575603485,10.176235768944025,201.2531987761245,553.1396484375,18204.0,16.93247357536765
46,-0.022698860615491867,0.3451575040817261,0.006666592787951231,0.008245733566582203,0.9931640625,0.0068359375,15.63623046875,37.26002502441406,-0.24406737089157104,7.954296184703708,0.22116141952574253,1.9805541560053825,0.05756448023021221,10.233628699555993,200.12451693589944,553.1396484375,18804.0,17.030014935661764
47,-0.004114414565265179,0.15469034016132355,0.006552430801093578,0.008245733566582203,0.99658203125,0.00341796875,15.56640625,36.990570068359375,-0.08349819481372833,7.932661820203066,0.22110747918486595,1.9753990452736616,0.05787676014006138,10.207458158954978,200.6376090999006,553.1396484375,19416.0,16.929572610294116
48,-0.0193733312189579,0.3007732331752777,0.006602434907108545,0.008245733566582203,0.99267578125,0.00732421875,15.63427734375,37.146453857421875,-0.28704965114593506,7.9971094615757465,0.22190730832517147,2.0012249387800694,0.057464540004730225,10.29809664003551,198.87170140140947,553.1396484375,19416.0,17.050063189338236
49,-0.015901297330856323,0.3017871081829071,0.007036793511360884,0.008245733566582203,0.9951171875,0.0048828125,15.60693359375,36.88423538208008,-0.3199397921562195,8.068093970417976,0.22130423225462437,1.9940551593899727,0.05648689344525337,10.360359771177173,197.6765329807944,553.1396484375,19416.0,16.953354779411764
50,-0.0065927812829613686,0.19002486765384674,0.0066376905888319016,0.008245733566582203,0.99609375,0.00390625,15.64111328125,36.901458740234375,0.4846753776073456,7.945682905614376,0.2221471220254898,1.991176387295127,0.05737944692373276,10.236277371644974,200.07273402663625,553.1396484375,20040.0,17.026051240808822
51,-0.01387939602136612,0.2694095969200134,0.006827641278505325,0.008245733566582203,0.99462890625,0.00537109375,15.66650390625,36.88260269165039,-0.25980162620544434,7.973038295283914,0.22231817990541458,1.9994924664497375,0.0574845802038908,10.272812077775598,199.361186060308,553.1396484375,20040.0,17.05552045036765
52,-0.002173591870814562,0.1415451020002365,0.006605131551623344,0.008245733566582203,0.99755859375,0.00244140625,15.66650390625,36.79892349243164,0.0473325252532959,7.909087652340531,0.2242535687983036,1.983857287093997,0.05758003517985344,10.194668443873525,200.8893188900855,553.1396484375,20672.0,17.0615234375
53,-0.01773207075893879,0.30809274315834045,0.00668066181242466,0.008245733566582203,0.994140625,0.005859375,15.63037109375,36.64884948730469,0.009005934000015259,8.009951923042536,0.22358936816453934,2.015929989516735,0.05711175501346588,10.327155064791441,198.31211859907904,553.1396484375,20672.0,17.032054227941178
54,-0.004590751603245735,0.17951564490795135,0.006636736914515495,0.008245733566582203,0.9970703125,0.0029296875,15.73193359375,36.66168212890625,-0.14147961139678955,7.9715803526341915,0.2260172814130783,2.0611424781382084,0.05743265524506569,10.33982803300023,198.06905815683544,553.1396484375,20672.0,17.063591452205884
55,-0.007529317867010832,0.19506298005580902,0.0066104065626859665,0.008245733566582203,0.99560546875,0.00439453125,15.6689453125,36.45380401611328,0.0769558846950531,7.958893075585365,0.22297018393874168,1.982520317658782,0.057365184649825096,10.241774760186672,199.9653427217796,553.1396484375,21972.0,17.010196461397058
56,-0.010962480679154396,0.22835542261600494,0.006707592401653528,0.008245733566582203,0.99462890625,0.00537109375,15.67333984375,36.44104766845703,-0.04745259881019592,8.030765376985073,0.2232810128480196,1.999996481463313,0.05729257874190807,10.331374049186707,198.2311346244617,553.1396484375,21972.0,17.07045611213235
57,-0.010413723066449165,0.24188043177127838,0.006564336828887463,0.008245733566582203,0.99560546875,0.00439453125,15.66357421875,36.336463928222656,0.0454084575176239,7.955058928579092,0.22458622977137566,1.979331098496914,0.057609811425209045,10.236451951786876,200.06932183592195,553.1396484375,22636.0,17.047593060661764
58,-0.008013063110411167,0.21527419984340668,0.006690136156976223,0.008245733566582203,0.99609375,0.00390625,15.69775390625,36.30713653564453,-0.3983014225959778,8.000285103917122,0.2232007458806038,2.0007956828922033,0.05752590484917164,10.301975715905428,198.7968188313676,553.1396484375,23312.0,17.085133272058822
59,-0.0055690063163638115,0.1848493367433548,0.006877644453197718,0.008245733566582203,0.99658203125,0.00341796875,15.6962890625,36.184391021728516,-0.110909104347229,7.9879943914711475,0.22242265567183495,1.9856110904365778,0.05904189310967922,10.273072965443134,199.3561232251657,553.1396484375,23312.0,17.056066176470587
60,-0.008542045950889587,0.23374071717262268,0.006827678997069597,0.008245733566582203,0.99658203125,0.00341796875,15.70947265625,36.125823974609375,-0.27055901288986206,7.976473093032837,0.31520754285156727,2.0272492319345474,0.05633176304399967,10.395022489130497,197.0173707792822,553.1396484375,14008.0,17.075999540441178
61,-0.00216260040178895,0.14154598116874695,0.0068092988803982735,0.008245733566582203,0.99755859375,0.00244140625,15.64208984375,35.86707305908203,-0.44443079829216003,8.036339648067951,0.22469374723732471,2.0272042248398066,0.0575640220195055,10.366178683936596,197.5655699600833,553.1396484375,14008.0,17.011173023897058
62,-0.007526756729930639,0.2295609414577484,0.006818730384111404,0.008245733566582203,0.9970703125,0.0029296875,15.6005859375,35.64597702026367,-0.14309149980545044,8.005615754052997,0.2252187244594097,1.9903575498610735,0.05717267282307148,10.298513412475586,198.8636532258199,553.1396484375,14704.0,16.97084673713235
63,-0.004589368123561144,0.17951633036136627,0.0067148455418646336,0.008245733566582203,0.9970703125,0.0029296875,15.75634765625,36.08006286621094,0.15045422315597534,8.10109106451273,0.2257597427815199,2.0205715745687485,0.05767621472477913,10.425751710310578,196.43667496652776,553.1396484375,15404.0,17.24313534007353
64,-0.0021736896596848965,0.14154571294784546,0.007215382531285286,0.008245733566582203,0.99755859375,0.00244140625,15.69384765625,35.65946578979492,-0.07954418659210205,7.986717784777284,0.24405009299516678,1.9956233967095613,0.05744793079793453,10.304279416799545,198.75237434468735,553.1396484375,16116.0,17.0693359375
65,-0.004097987897694111,0.19641312956809998,0.006921679247170687,0.008245733566582203,0.998046875,0.001953125,15.755859375,35.76631546020508,-0.2557253837585449,8.01961624249816,0.23087716102600098,1.9774406664073467,0.057520145550370216,10.305777663365006,198.7234798670491,553.1396484375,16856.0,17.16538373161765
66,-0.0075171892531216145,0.22956159710884094,0.006414489354938269,0.008245733566582203,0.9970703125,0.0029296875,15.71240234375,35.56340026855469,-0.37495869398117065,7.994858963415027,0.22597932070493698,1.990578157827258,0.057155659422278404,10.288620244711637,199.05487337358713,553.1396484375,16856.0,17.134995404411764
67,-0.0030929252970963717,0.1913958340883255,0.00859931018203497,0.00859931018203497,0.99853515625,0.00146484375,15.7421875,35.58665466308594,-0.2486809492111206,8.048856595531106,0.22607645206153393,1.9784210845828056,0.05837753787636757,10.33610382862389,198.14042447294793,553.1396484375,16856.0,17.203900505514707
68,-0.007548689376562834,0.22956006228923798,0.006609584204852581,0.00859931018203497,0.9970703125,0.0029296875,15.705078125,35.528079986572266,-0.23740684986114502,8.048039400950074,0.22675090096890926,1.9773403890430927,0.05736926756799221,10.329548509791493,198.26616798001172,553.1396484375,16856.0,17.216050091911764
69,-0.005048525985330343,0.2013026922941208,0.006864502094686031,0.00859931018203497,0.99755859375,0.00244140625,15.64990234375,35.253089904785156,-0.08328920602798462,7.9962397161871195,0.22747364453971386,1.9747963547706604,0.061118507757782936,10.277655594050884,199.26723378291288,553.1396484375,17600.0,17.132381663602942
70,-0.0035777559969574213,0.17401601374149323,0.0065862578339874744,0.00859931018203497,0.99755859375,0.00244140625,15.68359375,35.30867004394531,-0.10544295608997345,8.01511074602604,0.22790974751114845,1.9707799684256315,0.059703631326556206,10.291440092027187,199.0003324788911,553.1396484375,18356.0,17.21030560661765
71,-0.006567788776010275,0.22529661655426025,0.006400380749255419,0.00859931018203497,0.99755859375,0.00244140625,15.720703125,35.3673095703125,-0.13913460075855255,8.051916239783168,0.22748683765530586,1.9726313408464193,0.0584722850471735,10.328548528254032,198.28536356271542,553.1396484375,18356.0,17.256462545955884
72,-0.005556536838412285,0.18485011160373688,0.006484500132501125,0.00859931018203497,0.99658203125,0.00341796875,15.693359375,35.292510986328125,-0.222908616065979,8.04928282275796,0.2273070253431797,1.9988465774804354,0.05959412455558777,10.35283069871366,197.82029278760098,553.1396484375,18356.0,17.283260569852942
73,-0.010396745055913925,0.24188172817230225,0.006444891914725304,0.00859931018203497,0.99560546875,0.00439453125,15.67578125,35.07140350341797,-0.47330018877983093,8.051896300166845,0.22986284270882607,1.9942908119410276,0.05978640913963318,10.353956555947661,197.79878242038401,553.1396484375,19128.0,17.211052389705884
74,-0.0016076709143817425,0.1624368131160736,0.006974983029067516,0.00859931018203497,0.99853515625,0.00146484375,15.7255859375,35.33779525756836,-0.009155571460723877,8.136298136785626,0.23271082155406475,2.0143953785300255,0.06011330336332321,10.461401913315058,195.76726111567777,553.1396484375,19128.0,17.409926470588236
75,0.0009024536702781916,0.11908363550901413,0.006968094035983086,0.00859931018203497,0.9990234375,0.0009765625,15.662109375,35.14536666870117,-0.0486830472946167,8.154849641025066,0.2288635764271021,1.9778472855687141,0.059838611632585526,10.439602611586452,196.17604962539625,553.1396484375,19128.0,17.356646369485293
76,0.0008230884559452534,0.1190822571516037,0.006301079411059618,0.00859931018203497,0.9990234375,0.0009765625,15.71484375,35.051055908203125,0.062225162982940674,8.08128797635436,0.22853692807257175,1.9790290296077728,0.05651595816016197,10.36529616639018,197.58239100207368,553.1396484375,19128.0,17.37046185661765
77,-0.001078405068255961,0.13448703289031982,0.006207183934748173,0.00859931018203497,0.998046875,0.001953125,15.70068359375,35.08740997314453,-0.05773010849952698,8.276724271476269,0.2311782632023096,1.9993762858211994,0.06011719070374966,10.58555475063622,193.47120186373886,553.1396484375,19128.0,17.445743336397058
78,-0.0025420496240258217,0.16833098232746124,0.006509471219033003,0.00859931018203497,0.998046875,0.001953125,15.6298828125,34.85211181640625,-0.20093417167663574,8.1148941218853,0.22972403652966022,1.9726007375866175,0.057407792657613754,10.3946223706007,197.02495453729955,553.1396484375,19128.0,17.39260684742647
79,0.0003471754607744515,0.08850757032632828,0.006804976612329483,0.00859931018203497,0.998046875,0.001953125,15.69873046875,34.99547576904297,-0.044676005840301514,8.137117905542254,0.22966560907661915,1.9944258723407984,0.059582630172371864,10.438899798318744,196.18925744740307,553.1396484375,19128.0,17.51381548713235
80,-0.00158644188195467,0.16243764758110046,0.0063494122587144375,0.00859931018203497,0.99853515625,0.00146484375,15.70263671875,34.993377685546875,-0.159357488155365,8.182757843285799,0.23045011423528194,2.020264782011509,0.06320841610431671,10.515032095834613,194.7687825709336,553.1396484375,20458.0,17.56117876838235
81,-0.0015782580012455583,0.16243790090084076,0.006010567769408226,0.00859931018203497,0.99853515625,0.00146484375,15.6943359375,34.82744216918945,-0.035730719566345215,8.143577704206109,0.2318823430687189,1.9866286795586348,0.05934230796992779,10.440326556563377,196.16244653885005,553.1396484375,20458.0,17.518985523897058
82,0.0033357697539031506,0.04431302845478058,0.0065850671380758286,0.00859931018203497,0.99951171875,0.00048828125,15.76171875,35.05695724487305,-0.10563722252845764,8.201906016096473,0.23180614411830902,2.004936296492815,0.05746375769376755,10.516385041177273,194.74372533726984,553.1396484375,20458.0,17.682904411764707
83,0.003225684631615877,0.0443132221698761,0.006384576670825481,0.00859931018203497,0.99951171875,0.00048828125,15.62255859375,34.527984619140625,-0.0771636962890625,8.082476994022727,0.23061466589570045,1.9922700989991426,0.059870123863220215,10.383271427825093,197.24034127739057,553.1396484375,20458.0,17.448615579044116
84,0.004352768883109093,0.0017430165316909552,0.006461588200181723,0.00859931018203497,1.0,0.0,15.7119140625,34.6829833984375,-0.3092498779296875,8.138610679656267,0.2332708928734064,2.0031489841639996,0.059986699372529984,10.452954249456525,195.92547246693255,553.1396484375,20860.0,17.559455422794116
85,0.002003713045269251,0.11056957393884659,0.007127842865884304,0.00859931018203497,0.99951171875,0.00048828125,15.64501953125,34.78990173339844,-0.2926639914512634,8.278068637475371,0.2329084649682045,1.9857984688133001,0.05968518182635307,10.575221724808216,193.66024214845868,553.1396484375,20860.0,17.632898667279413
86,-0.0015020191203802824,0.1624407023191452,0.0063955034129321575,0.00859931018203497,0.99853515625,0.00146484375,15.681640625,34.714820861816406,-0.26559364795684814,8.158943930640817,0.2344577442854643,1.9846695382148027,0.060373859480023384,10.457231555134058,195.84533336593458,553.1396484375,20860.0,17.606502757352942
87,0.004421092104166746,0.001696013263426721,0.006182835437357426,0.00859931018203497,1.0,0.0,15.55615234375,34.33686828613281,0.06651398539543152,8.124546172097325,0.23387804999947548,1.9806140698492527,0.057471202686429024,10.417118236422539,196.59947727571603,553.1396484375,20860.0,17.43442670036765
88,0.0014541078126057982,0.07667765766382217,0.006552139297127724,0.00859931018203497,0.99853515625,0.00146484375,15.67333984375,34.68254089355469,0.29803845286369324,8.204303381964564,0.2348731178790331,2.009459489956498,0.05769563838839531,10.526804227381945,194.5509725233434,553.1396484375,20860.0,17.62778607536765
89,0.0015538110164925456,0.07668042927980423,0.006488021928817034,0.00859931018203497,0.99853515625,0.00146484375,15.58544921875,34.24073028564453,-0.02891579270362854,8.134084509685636,0.23321816883981228,1.9909328389912844,0.059972381219267845,10.436206843703985,196.23988204445462,553.1396484375,21266.0,17.420496323529413
90,2.066139131784439e-05,0.12702663242816925,0.006477233488112688,0.00859931018203497,0.99853515625,0.00146484375,15.72412109375,34.55815124511719,-0.08922123908996582,8.161459852010012,0.23376150242984295,1.9899438042193651,0.05733983777463436,10.46262001246214,195.7444691253821,553.1396484375,21266.0,17.585363051470587
91,0.0021607782691717148,0.11057169735431671,0.00663318345323205,0.00859931018203497,0.99951171875,0.00048828125,15.6953125,34.567405700683594,-0.13358643651008606,8.254504319280386,0.2413126714527607,1.9889187309890985,0.05973691679537296,10.562661049887538,193.89053481194546,553.1396484375,21266.0,17.61977251838235
92,-0.0012881385628134012,0.16244718432426453,0.006534010171890259,0.00859931018203497,0.99853515625,0.00146484375,15.69775390625,34.54635238647461,-0.193477600812912,8.164479417726398,0.23405884020030499,1.9825247675180435,0.057479215785861015,10.459449170157313,195.80381018948032,553.1396484375,21266.0,17.643181295955884
