step,avg_reward,std_reward,best_reward,valid_rate,invalid_rate,invalid_vm_rate,non_finite_rate,constant_rate,low_coverage_rate,avg_formula_len,entropy,loss,elapsed_seconds,avg_allowed_actions
146,0.005704264622181654,0.000389239372452721,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.796875,24.765085220336914,-1.928432822227478,2159.3750580219785,16.375
147,-0.0726742371916771,0.6207852363586426,0.006878246107346835,0.984375,0.015625,0.0,0.015625,0.0,0.0,15.984375,24.084671020507812,-1.1133308410644531,2175.055279013992,16.027573529411764
148,0.005653920583426952,0.00047250292846001685,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,24.64714813232422,-2.6127076148986816,2190.8431981860194,16.589154411764707
149,0.005582832265645266,0.0007166420109570026,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,23.80326271057129,-3.0347423553466797,2206.3715973930084,16.342830882352942
150,0.005763656459748745,0.00017439847579225898,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,23.273645401000977,0.1768321990966797,2222.0591146430233,16.21875
151,0.005665747448801994,0.0004122670798096806,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,22.775623321533203,-2.7785744667053223,2237.848816962971,16.087316176470587
152,0.005603846162557602,0.0007691173814237118,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,23.07543182373047,-0.8281362056732178,2253.5717807899928,16.34375
153,0.005780132487416267,0.00019213263294659555,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.828125,21.639083862304688,0.2961603105068207,2268.1652048800024,15.680147058823529
154,0.005509486421942711,0.0009186849929392338,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,21.728679656982422,-2.038963556289673,2283.972140103986,15.829044117647058
155,0.005679263733327389,0.00047158304369077086,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.890625,21.775423049926758,-2.090960741043091,2299.4832103009685,15.940257352941176
156,0.005684894975274801,0.00045598557335324585,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,21.50808334350586,-2.758439064025879,2315.273411059985,15.839154411764707
157,0.005752986297011375,0.0003032429958693683,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,22.144067764282227,-1.7244277000427246,2331.030381063989,16.317095588235293
158,0.005757130216807127,0.000188435849850066,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.828125,20.526004791259766,-1.9277985095977783,2346.7608709170017,15.574448529411764
159,0.005738314241170883,0.0003423419257160276,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.875,20.745744705200195,-0.7507497072219849,2362.1610319030005,15.840992647058824
160,0.005562671460211277,0.0007503380766138434,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,19.74258041381836,-1.3204400539398193,2377.8648768640123,15.374080882352942
161,0.005736282095313072,0.0002870917378459126,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.875,19.824172973632812,-1.2460227012634277,2393.542377582984,15.483455882352942
162,0.005714499391615391,0.000361401034751907,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,19.302413940429688,-2.343414783477783,2409.2800103239715,15.394301470588236
163,0.005722753703594208,0.0004162473778706044,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,19.418567657470703,-0.15966171026229858,2424.6625626049936,15.626838235294118
164,0.005761508364230394,0.0002377320488449186,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,19.331493377685547,-1.6058106422424316,2440.364865280979,15.516544117647058
165,0.005758851766586304,0.00020401913207024336,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,19.407604217529297,-0.8113237619400024,2456.18185410602,15.625
166,0.005672008264809847,0.00047110088053159416,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,19.305940628051758,-3.635654926300049,2471.9157627869863,15.677389705882353
167,0.005766827147454023,0.0001773883996065706,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,18.890350341796875,-0.24922394752502441,2487.0033989929943,15.533088235294118
168,0.005710096098482609,0.0004236350650899112,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,18.49945831298828,-1.4704222679138184,2502.6976688780123,15.587316176470589
169,0.00573149835690856,0.000321197381708771,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,18.659231185913086,-0.7534830570220947,2518.376929965976,15.557904411764707
170,0.005724686663597822,0.0004345571214798838,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,17.947649002075195,-1.3109732866287231,2533.823757536011,15.338235294117647
171,0.005734386388212442,0.00037429394433274865,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,17.56749725341797,-2.2923166751861572,2549.409799391986,15.057904411764707
172,0.005789914168417454,8.665338827995583e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.94309425354004,-1.847930908203125,2565.093778828974,14.869485294117647
173,0.005796570796519518,6.766076694475487e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.94477081298828,0.7707422971725464,2580.783498089004,15.090073529411764
174,0.005704119335860014,0.00045770895667374134,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.984375,17.26426124572754,-2.605635404586792,2596.1688967510127,15.202205882352942
175,0.005728535819798708,0.00033335405169054866,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.83769416809082,-0.7167344689369202,2611.8317179210135,15.225183823529411
176,0.005787992384284735,7.783436012687162e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,17.029260635375977,-0.8273825645446777,2627.523142858001,15.294117647058824
177,0.005714990198612213,0.00035987026058137417,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,17.587692260742188,-2.327003002166748,2643.008034677012,15.663602941176471
178,0.005792406853288412,5.376159242587164e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.363666534423828,-0.6008619666099548,2658.6226628959994,15.102941176470589
179,0.005782587453722954,0.00014622857270296663,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,17.156299591064453,-1.2385050058364868,2674.34710795898,15.545036764705882
180,-0.02558567188680172,0.24875305593013763,0.006878246107346835,0.984375,0.015625,0.0,0.0,0.015625,0.0,16.0,16.67630386352539,-0.43343210220336914,2689.8136414099718,15.353860294117647
181,0.005748712457716465,0.0002931986527983099,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.556640625,-0.12117791175842285,2703.8247075229883,15.394301470588236
182,0.00580912921577692,6.632172880927101e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.30011749267578,0.4723302125930786,2717.867988469021,15.370404411764707
183,0.005785530898720026,0.00019638029334601015,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,15.723444938659668,-1.0465039014816284,2731.9654567330144,14.898897058823529
184,-0.07243691384792328,0.6208146214485168,0.006878246107346835,0.984375,0.015625,0.0,0.015625,0.0,0.0,16.0,15.463815689086914,-1.7473840713500977,2745.8879953880096,14.862132352941176
185,0.005635032430291176,0.0006309588789008558,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,15.990346908569336,-0.7395558953285217,2760.8321738879895,15.1875
186,0.005793444812297821,0.00016505712119396776,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.21993064880371,-0.1480739712715149,2776.1816716539906,15.462316176470589
187,0.005813039373606443,5.926006633671932e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,15.110426902770996,-1.0609793663024902,2791.0619144840166,14.716911764705882
188,0.005775717087090015,0.0002049418108072132,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.984375,15.641277313232422,-1.6862859725952148,2806.908003602992,15.045036764705882
189,0.005815633572638035,6.852292426628992e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.8125,15.865599632263184,-0.9359670281410217,2821.0631886469782,15.113051470588236
190,0.0058252448216080666,5.563241938943975e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,15.486190795898438,1.0409311056137085,2835.247510326968,14.985294117647058
191,0.005802110303193331,0.00012299478112254292,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,15.475499153137207,-0.19770920276641846,2849.402767378022,15.030330882352942
192,0.005825660657137632,7.126561104087159e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,15.526384353637695,-1.1682243347167969,2864.99071185902,15.146139705882353
193,0.005810168106108904,0.0001618836249690503,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,15.74482250213623,-0.8668196201324463,2880.8243391020223,15.180147058823529
194,0.0057351794093847275,0.00042313573067076504,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.028732299804688,-0.6894370317459106,2896.6111034540227,15.382352941176471
195,0.005831928923726082,5.829766087117605e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,14.882471084594727,0.6854604482650757,2912.387788972992,14.806066176470589
196,0.005691067781299353,0.0005413738545030355,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.796875,15.747781753540039,-1.8965102434158325,2927.8529372870107,15.126838235294118
197,-0.07241079956293106,0.6208179593086243,0.006878246107346835,0.984375,0.015625,0.0,0.015625,0.0,0.0,16.0,15.750731468200684,-2.965351104736328,2943.3481167859863,15.204044117647058
198,0.005752173252403736,0.0003876178234349936,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,15.882950782775879,-1.0315395593643188,2959.091475937981,15.315257352941176
199,0.005763088818639517,0.0002792316663544625,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.796875,15.805574417114258,-2.3051555156707764,2974.8191637459677,15.246323529411764
200,0.005768752656877041,0.00035578510141931474,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,15.89260196685791,-0.12311184406280518,2990.2236088180216,15.411764705882353
201,0.005811458453536034,0.00017075310461223125,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,15.33443546295166,-1.204221487045288,3005.929405316012,15.113051470588236
202,-0.025583922863006592,0.24875330924987793,0.006878246107346835,0.984375,0.015625,0.0,0.0,0.015625,0.0,16.0,15.641786575317383,0.6416674852371216,3021.386125650024,15.317095588235293
203,0.005821871105581522,0.00015378590615000576,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.796875,16.4105224609375,-1.7619794607162476,3037.114556241024,15.599264705882353
204,0.0057103936560451984,0.0006556765292771161,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,15.870867729187012,-1.3788901567459106,3052.5138381989673,15.383272058823529
205,0.005813951604068279,0.0001891894353320822,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.045387268066406,-1.9907711744308472,3068.372239194985,15.459558823529411
206,0.0058467816561460495,7.535470649600029e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.37570571899414,-0.5941694974899292,3084.1116066559916,15.743566176470589
207,0.005838649347424507,7.337209535762668e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,15.89548397064209,-2.1246581077575684,3099.8272609820124,15.481617647058824
208,0.0058348458260297775,7.981358794495463e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.984375,15.896985054016113,-1.974191427230835,3115.192580181989,15.559742647058824
209,0.005838921293616295,6.848706834716722e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,15.02376937866211,-2.0073909759521484,3130.939383452991,15.160845588235293
210,0.005734104197472334,0.0005058206734247506,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.859375,14.654170989990234,-1.555895209312439,3146.650445694977,15.045955882352942
211,0.005815886426717043,0.00016241343109868467,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.8125,14.3714017868042,-0.6605277061462402,3162.3449879550026,14.856617647058824
212,0.005796751938760281,0.0002939318655990064,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.96875,14.370604515075684,-2.6265926361083984,3177.7511414659675,15.047794117647058
213,0.005821920931339264,0.00016316930123139173,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.609375,14.049193382263184,-1.8595330715179443,3193.1110159339732,14.856617647058824
214,0.00581362284719944,0.00032686677877791226,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,13.727875709533691,-1.1589093208312988,3207.1736545509775,14.817095588235293
215,0.005787303671240807,0.0003368405159562826,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,13.750255584716797,-1.9942306280136108,3222.6877264810028,14.931985294117647
216,0.005840545054525137,0.00018438801635056734,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,13.076263427734375,-0.49097394943237305,3238.468915097008,14.663602941176471
217,0.005841085687279701,0.00017694267444312572,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,13.074298858642578,-1.1945873498916626,3253.599396198988,14.650735294117647
218,0.005813054274767637,0.0003272718167863786,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,13.06128215789795,-2.489889144897461,3267.643327838974,14.768382352941176
219,0.005849807057529688,6.132868293207139e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,13.077841758728027,-0.9981392025947571,3281.883987630019,14.900735294117647
220,0.005817692261189222,0.00024124523042701185,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,13.175164222717285,-1.097334623336792,3296.075453735015,14.979779411764707
221,0.005853333976119757,5.628512008115649e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,13.392654418945312,-1.2201682329177856,3311.7204273219686,15.185661764705882
222,0.0058256275951862335,0.0002457567024976015,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,12.751370429992676,-0.9607385396957397,3327.5184739989927,14.857536764705882
223,0.005822218023240566,0.00023085784050635993,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,12.861696243286133,-1.559057593345642,3343.1815369679825,14.858455882352942
224,0.005865522660315037,5.549173874896951e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,13.142005920410156,-0.7515312433242798,3357.4413895909674,15.077205882352942
225,-0.07234612852334976,0.620826005935669,0.006878246107346835,0.984375,0.015625,0.0,0.015625,0.0,0.0,16.0,13.504997253417969,-0.5315316319465637,3371.576638282975,15.342830882352942
226,0.005861547775566578,5.647186844726093e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.796875,13.11170768737793,-2.426131010055542,3385.748341561004,15.003676470588236
227,0.0058730789460241795,6.226199184311554e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,13.26430892944336,-2.0183777809143066,3399.9438290129765,15.212316176470589
228,0.005818863864988089,0.00036124291364103556,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,13.116761207580566,-0.22436964511871338,3414.1386270789662,15.136948529411764
229,0.005824974272400141,0.0003097034932579845,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,13.628984451293945,-1.252555251121521,3428.568724577024,15.409926470588236
230,0.005867856554687023,8.425384294241667e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,13.233013153076172,-1.020354986190796,3442.9810280230013,15.060661764705882
231,0.005871877074241638,5.8576966694090515e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.796875,13.177734375,-2.3040966987609863,3458.511966157006,15.065257352941176
232,0.005820265971124172,0.00034004446933977306,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,13.236063003540039,-0.8376988172531128,3473.8877936369972,15.152573529411764
233,0.005871716421097517,7.780547457514331e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,13.841211318969727,-2.952451229095459,3489.2430294490186,15.634191176470589
234,0.005879959091544151,5.6855838920455426e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,13.405956268310547,-2.6168527603149414,3503.606143390003,15.251838235294118
235,0.005845201667398214,0.00021866508177481592,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,13.51207447052002,-1.0775781869888306,3518.6776170969824,15.417279411764707
236,0.005867510102689266,7.192544580902904e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,13.215129852294922,-2.9661705493927,3534.0147508960217,15.350183823529411
237,0.005887606646865606,5.468014205689542e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,12.90086555480957,-1.4797046184539795,3549.339666297019,15.206801470588236
238,0.00588161451742053,6.0642993048531935e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,12.936619758605957,-1.5447056293487549,3564.3326071769698,15.34375
239,0.005864781327545643,8.262658229796216e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,12.943838119506836,-2.780738115310669,3580.1692154930206,15.460477941176471
240,0.005875385366380215,4.741912198369391e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,12.17770004272461,-1.8863966464996338,3595.9578412459814,15.056985294117647
241,0.005838632117956877,0.0002767229452729225,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,12.177268028259277,-0.7235237956047058,3611.7671632400015,15.115808823529411
242,0.00588480057194829,5.002631587558426e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,11.963979721069336,-2.0877280235290527,3627.222009391,15.244485294117647
243,0.005892318207770586,5.2550538384821266e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,11.582651138305664,-0.7186674475669861,3642.9732412169687,14.973345588235293
244,0.00583284767344594,0.00029982521664351225,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,11.61408805847168,-2.1817452907562256,3658.7407032250194,15.082720588235293
245,0.005882089491933584,5.0316742999712005e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,11.454076766967773,-1.20746648311615,3674.3725577989826,15.121323529411764
246,0.005888168700039387,4.828485180041753e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,11.4757661819458,-1.6732330322265625,3689.942789394001,15.159007352941176
247,0.005892729852348566,4.585376154864207e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,11.27741813659668,-2.3380486965179443,3705.7430908789975,15.108455882352942
248,0.005875172093510628,7.412530248984694e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,11.362136840820312,-3.0813612937927246,3721.5889803440077,15.408088235294118
249,0.005893023684620857,4.657160025089979e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,10.85133171081543,-0.9963666200637817,3737.3373437289847,14.994485294117647
250,0.005883357487618923,5.7656841818243265e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,10.672769546508789,-1.0907007455825806,3752.961200659978,15.002757352941176
251,0.005788567941635847,0.0005052878987044096,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,10.41394329071045,-1.2477055788040161,3768.7556836070144,14.868566176470589
252,0.0058972775004804134,4.440060365595855e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,10.624926567077637,-1.0645051002502441,3784.4762424500077,15.144301470588236
253,0.005888898391276598,5.33490747329779e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,10.487537384033203,-2.2006874084472656,3800.2320691879722,15.002757352941176
254,0.0058944872580468655,4.1016272007254884e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,10.23302936553955,-0.26735538244247437,3815.644699333003,14.848345588235293
255,0.005873681977391243,0.00018113052647095174,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,10.456196784973145,-1.735937237739563,3831.399203640991,15.154411764705882
256,0.005881763529032469,4.7899891796987504e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,10.321499824523926,-2.4467246532440186,3847.1270528269815,15.011029411764707
257,0.0058873724192380905,5.3881485655438155e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,10.294148445129395,-1.6061391830444336,3862.7977262359927,15.185661764705882
258,0.005873085465282202,0.00018623803043738008,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,10.00578498840332,-0.9675175547599792,3878.2387562249787,14.923713235294118
259,0.005887726321816444,5.1861756219295785e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,10.090171813964844,-2.370131731033325,3893.984267428983,15.089154411764707
260,0.005891937296837568,5.129042983753607e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,9.978632926940918,-3.1142685413360596,3909.7202615289716,15.028492647058824
261,0.005891046952456236,4.403322236612439e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,9.784003257751465,-1.2698668241500854,3924.07365705102,15.014705882352942
262,0.005898448638617992,4.4775653805118054e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,9.615523338317871,-1.9111980199813843,3939.588269512984,15.076286764705882
263,0.005891946144402027,5.629637962556444e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,9.425729751586914,-2.0670900344848633,3954.1186901159817,14.911764705882353
264,0.00585934380069375,0.0002119244891218841,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,9.127625465393066,-1.0004929304122925,3969.639648528013,14.761948529411764
265,0.005903072655200958,5.11770231241826e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,9.035547256469727,-0.9116550087928772,3985.416627295024,14.907169117647058
266,0.005887581501156092,5.421255264081992e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.678081512451172,-1.8341786861419678,3999.604344117979,14.620404411764707
267,0.005900532938539982,4.131429523113184e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.471090316772461,-2.1475305557250977,4013.968314867001,14.474264705882353
268,0.00587034784257412,0.00023679078731220216,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.417598724365234,-0.5920290350914001,4028.1753304390004,14.631433823529411
269,0.005873429123312235,0.00018690705474000424,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.429825782775879,-0.4931160509586334,4043.6775031959987,14.551470588235293
270,0.005877080839127302,0.00017657087300904095,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.399751663208008,-1.5713672637939453,4059.580616326013,14.592830882352942
271,0.0058956509456038475,5.0538939831312746e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.424901008605957,-2.731426954269409,4075.413520189002,14.5625
272,0.005865949671715498,0.00023624424648005515,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.312171936035156,-0.8507004976272583,4091.225152729021,14.648897058823529
273,0.005903160199522972,3.714917693287134e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.493378639221191,-1.2250263690948486,4106.310456175008,14.587316176470589
274,0.005882652476429939,0.0002157028065994382,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.458234786987305,-0.7573882341384888,4121.591877185972,14.715073529411764
275,0.005849446635693312,0.0003756309160962701,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.525177001953125,-1.1815235614776611,4136.913291463978,14.817095588235293
276,0.005912635009735823,3.826557076536119e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.81478214263916,-0.8663160800933838,4151.91919782199,14.919117647058824
277,0.005911806598305702,3.46799788530916e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.537675857543945,-1.4686484336853027,4167.208646555024,14.744485294117647
278,0.005906739272177219,3.753079363377765e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.49559497833252,-1.1493773460388184,4182.492689577979,14.804227941176471
279,0.005859565921127796,0.00031903956551104784,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.828125,8.521202087402344,-1.2720531225204468,4197.797743736999,14.741727941176471
280,0.005858533084392548,0.000362614169716835,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.583077430725098,-0.5301066637039185,4212.759271692019,14.953125
281,0.005907433107495308,4.5166307245381176e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.363407135009766,-1.629450798034668,4227.917116074008,14.840073529411764
282,0.005904814228415489,4.223369251121767e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.283388137817383,-1.6705142259597778,4242.040907006012,14.734375
283,0.005910353269428015,3.9383430703310296e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.107172966003418,-1.5882731676101685,4257.385476899974,14.668198529411764
284,0.00588375935330987,0.0001376416621496901,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.300795555114746,-1.9751313924789429,4273.257098540023,14.723345588235293
285,0.005898939911276102,6.139392644399777e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.06395149230957,-2.4849634170532227,4289.097760776,14.621323529411764
286,0.0059006232768297195,4.456175520317629e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.1607027053833,-3.3072376251220703,4304.640105732018,14.869485294117647
287,0.0059188553132116795,3.1694195058662444e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.053203582763672,-1.1821110248565674,4320.424862387998,14.778492647058824
288,0.005899440497159958,4.542761962511577e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.02993106842041,-1.9626096487045288,4336.17930927698,14.773897058823529
289,0.005900269374251366,5.525615779333748e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,7.917263031005859,-2.310300350189209,4352.016874702997,14.756433823529411
290,0.005920237395912409,3.3353080652887e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.203805923461914,-1.7450393438339233,4366.431519894977,14.895220588235293
291,0.005902459379285574,4.4247284677112475e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,7.931906700134277,-1.8308953046798706,4381.995842456992,14.970588235294118
292,0.0059153614565730095,3.7977832107571885e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,7.888299942016602,-2.419297695159912,4397.818370649009,15.161764705882353
293,0.00589527515694499,4.4836961023975164e-05,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0794677734375,-1.5763300657272339,4413.623667992011,15.060661764705882
294,0.0058850739151239395,0.00018808226741384715,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,7.750569820404053,-1.1771914958953857,4428.962755577988,14.910845588235293
