step,avg_reward,std_reward,best_reward,valid_rate,invalid_rate,invalid_vm_rate,non_finite_rate,constant_rate,low_coverage_rate,avg_formula_len,entropy,loss,elapsed_seconds,avg_allowed_actions
50,-0.10537540167570114,0.6648610830307007,0.006878246107346835,0.96875,0.03125,0.0,0.015625,0.015625,0.0,15.703125,39.62123107910156,-1.4318922758102417,683.4996940909768,17.512867647058822
51,-0.1054970845580101,0.6648409962654114,0.006878246107346835,0.96875,0.03125,0.0,0.015625,0.015625,0.0,15.875,40.281471252441406,-0.16993534564971924,698.9029396969709,17.894301470588236
52,-0.18348252773284912,0.9000576734542847,0.006878246107346835,0.953125,0.046875,0.0,0.03125,0.015625,0.0,15.75,39.24270248413086,-0.9489967823028564,713.7524903449812,17.301470588235293
53,-0.1525452435016632,0.8706302642822266,0.006878246107346835,0.96875,0.03125,0.0,0.03125,0.0,0.0,14.984375,37.75523376464844,-1.2482433319091797,729.1369587740046,16.74448529411765
54,-0.23029975593090057,1.0577603578567505,0.006878246107346835,0.953125,0.046875,0.0,0.046875,0.0,0.0,15.59375,38.544776916503906,-1.1121971607208252,744.3085029029753,17.03125
55,-0.07427190244197845,0.6205855011940002,0.006878246107346835,0.984375,0.015625,0.0,0.015625,0.0,0.0,15.875,39.89303970336914,-0.1947535276412964,759.6419563100208,17.795955882352942
56,-0.026831477880477905,0.24859978258609772,0.006878246107346835,0.984375,0.015625,0.0,0.0,0.015625,0.0,14.984375,37.67639923095703,-1.026540756225586,775.2818705239915,16.754595588235293
57,-0.07432252168655396,0.6205788850784302,0.006878246107346835,0.984375,0.015625,0.0,0.015625,0.0,0.0,15.875,39.46455764770508,0.060378968715667725,790.8892003530054,17.46875
58,-0.074200838804245,0.6205940246582031,0.006878246107346835,0.984375,0.015625,0.0,0.015625,0.0,0.0,15.78125,39.23965072631836,-0.4535778760910034,806.3151147909812,17.404411764705884
59,-0.10543357580900192,0.6648513674736023,0.006878246107346835,0.96875,0.03125,0.0,0.015625,0.015625,0.0,15.453125,38.955326080322266,0.05085110664367676,820.2191145030083,17.43198529411765
60,-0.18387866020202637,0.8999752402305603,0.006878246107346835,0.953125,0.046875,0.0,0.03125,0.015625,0.0,15.765625,39.120948791503906,-0.4191288948059082,835.1656777099706,17.329963235294116
61,0.004392059054225683,0.0015035370597615838,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.53125,38.35797882080078,0.8038308620452881,851.0259080629912,17.037683823529413
62,-0.13664883375167847,0.7049620151519775,0.006878246107346835,0.953125,0.046875,0.0,0.015625,0.03125,0.0,14.875,37.53659439086914,-1.9473739862442017,866.18834977597,16.834558823529413
63,-0.15197819471359253,0.8707315325737,0.006878246107346835,0.96875,0.03125,0.0,0.03125,0.0,0.0,15.484375,38.52188491821289,-0.8147186636924744,881.5227320360136,17.154411764705884
64,0.00392686203122139,0.0016452535055577755,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.796875,38.93531036376953,-0.31507545709609985,895.6765191539889,17.38511029411765
65,-0.027082063257694244,0.24856886267662048,0.006878246107346835,0.984375,0.015625,0.0,0.0,0.015625,0.0,15.6875,39.055686950683594,0.4479563236236572,909.8613080459763,17.44485294117647
66,-0.027069663628935814,0.24857090413570404,0.006878246107346835,0.984375,0.015625,0.0,0.0,0.015625,0.0,15.015625,37.228729248046875,1.307544231414795,925.2811469640001,16.589154411764707
67,0.004021591506898403,0.0016478573670610785,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.8125,39.43098831176758,0.7040435075759888,941.2284910379676,17.715992647058822
68,-0.07402561604976654,0.6206164360046387,0.006878246107346835,0.984375,0.015625,0.0,0.015625,0.0,0.0,15.578125,38.59336471557617,-1.5222187042236328,956.8482450289885,17.272058823529413
69,-0.05815733224153519,0.3487686812877655,0.006878246107346835,0.96875,0.03125,0.0,0.0,0.03125,0.0,15.9375,39.12600326538086,-0.9818364381790161,971.9832155489712,17.543198529411764
70,0.004149492830038071,0.0018333136104047298,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.484375,37.528812408447266,-1.041860580444336,987.8534520359826,16.862132352941178
71,-0.026851383969187737,0.24859698116779327,0.006878246107346835,0.984375,0.015625,0.0,0.0,0.015625,0.0,15.28125,37.301090240478516,1.7524508237838745,1003.5187790389755,16.69485294117647
72,-0.1518988311290741,0.8707456588745117,0.006878246107346835,0.96875,0.03125,0.0,0.03125,0.0,0.0,15.59375,38.531333923339844,-0.557201623916626,1017.2739536290173,17.440257352941178
73,0.004428967833518982,0.0014085239963606,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.5,37.82075500488281,-1.1247785091400146,1031.4883197279996,17.0625
74,-0.02679019421339035,0.24860495328903198,0.006878246107346835,0.984375,0.015625,0.0,0.0,0.015625,0.0,15.25,37.338165283203125,0.5540746450424194,1046.944364844996,16.897058823529413
75,0.004362861160188913,0.001494872965849936,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.6875,37.22742462158203,-0.8816527128219604,1062.7917987330002,16.73988970588235
76,-0.10536540299654007,0.6648626327514648,0.006878246107346835,0.96875,0.03125,0.0,0.015625,0.015625,0.0,15.46875,37.61323547363281,-1.4772480726242065,1078.255152135971,17.089154411764707
77,0.004470637068152428,0.00146570079959929,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.390625,37.401268005371094,-0.32604336738586426,1093.8513415799825,16.986213235294116
78,-0.026876071467995644,0.24859467148780823,0.006878246107346835,0.984375,0.015625,0.0,0.0,0.015625,0.0,15.75,37.98066711425781,-0.30416297912597656,1109.181345983001,17.269301470588236
79,-0.15184594690799713,0.8707556128501892,0.006878246107346835,0.96875,0.03125,0.0,0.03125,0.0,0.0,15.46875,37.22140884399414,-0.9971280694007874,1124.5667513849912,16.983455882352942
80,0.004620739258825779,0.001216598553583026,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.625,37.478240966796875,-1.5891988277435303,1140.4666063020122,17.081801470588236
81,0.00457474309951067,0.0013249936746433377,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.75,37.91053009033203,-0.3534057140350342,1156.2516290330095,17.384191176470587
82,0.004585614427924156,0.0013720160350203514,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.859375,37.549800872802734,-0.4896862804889679,1171.8181313980022,17.168198529411764
83,-0.1518547534942627,0.8707535266876221,0.006878246107346835,0.96875,0.03125,0.0,0.03125,0.0,0.0,15.4375,36.96778106689453,-0.532425045967102,1187.1602405169979,16.94485294117647
84,-0.07348538190126419,0.6206841468811035,0.006878246107346835,0.984375,0.015625,0.0,0.015625,0.0,0.0,15.546875,36.88493728637695,-0.6350120902061462,1202.7913929059869,16.965073529411764
85,0.0044838860630989075,0.0015225836541503668,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.625,36.59989929199219,0.7903501987457275,1218.610130258021,16.86764705882353
86,-0.2613263428211212,1.0798635482788086,0.006878246107346835,0.9375,0.0625,0.0,0.046875,0.015625,0.0,15.359375,36.438018798828125,-1.764137864112854,1233.1773464090074,16.96323529411765
87,-0.10513895004987717,0.6648993492126465,0.006878246107346835,0.96875,0.03125,0.0,0.015625,0.015625,0.0,15.640625,36.95124816894531,0.010478556156158447,1248.5145910520223,17.157169117647058
88,0.004303074441850185,0.0016874271677806973,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.734375,36.739070892333984,0.18033868074417114,1264.3975673909881,17.082720588235293
89,0.004840596579015255,0.0011847782880067825,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.65625,36.06793212890625,-0.013557150959968567,1280.1897919159965,16.823529411764707
90,-0.026507670059800148,0.248639777302742,0.006878246107346835,0.984375,0.015625,0.0,0.0,0.015625,0.0,15.796875,36.94548416137695,3.471029758453369,1295.5379338099738,17.412683823529413
91,0.004653990734368563,0.0012743889819830656,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,36.65412521362305,-1.4900832176208496,1311.3713873340166,17.183823529411764
92,0.004869065713137388,0.001152035896666348,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.828125,36.141807556152344,-1.5198071002960205,1327.2894300789922,17.032169117647058
93,-0.02643761597573757,0.24864870309829712,0.006878246107346835,0.984375,0.015625,0.0,0.0,0.015625,0.0,15.484375,35.65013122558594,2.2793283462524414,1342.5777312199934,16.892463235294116
94,-0.02623172476887703,0.2486737221479416,0.006878246107346835,0.984375,0.015625,0.0,0.0,0.015625,0.0,16.0,36.17058181762695,-0.05459040403366089,1358.2175424849847,17.059742647058822
95,-0.07352842390537262,0.6206784844398499,0.006878246107346835,0.984375,0.015625,0.0,0.015625,0.0,0.0,15.359375,34.94087600708008,-0.41378509998321533,1373.718798146001,16.702205882352942
96,0.00480054784566164,0.001430035918019712,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.734375,35.629730224609375,-1.4008243083953857,1389.5493304869742,17.08547794117647
97,0.00471488106995821,0.0011196293635293841,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,35.69051742553711,0.5676014423370361,1404.993007352983,16.940257352941178
98,-0.10475057363510132,0.6649632453918457,0.006878246107346835,0.96875,0.03125,0.0,0.015625,0.015625,0.0,15.890625,35.89105987548828,-1.1325595378875732,1420.3323779749917,17.20863970588235
99,0.0049719796516001225,0.0012936756247654557,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,35.88358688354492,-0.991309404373169,1436.0652541550226,17.287683823529413
100,0.004999604541808367,0.001231191330589354,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,36.431396484375,-0.6155602931976318,1451.6541975400178,17.59926470588235
101,0.004866441711783409,0.0011913920752704144,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.578125,34.061424255371094,-1.8118054866790771,1466.9177047049743,16.455882352941178
102,0.004880955442786217,0.001331197563558817,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,35.524166107177734,-1.4227969646453857,1482.7956902359729,17.264705882352942
103,-0.026139678433537483,0.24868515133857727,0.006878246107346835,0.984375,0.015625,0.0,0.0,0.015625,0.0,15.9375,35.53137969970703,-0.5656952857971191,1498.0229114129907,17.284007352941178
104,-0.07317604869604111,0.6207221150398254,0.006878246107346835,0.984375,0.015625,0.0,0.015625,0.0,0.0,15.984375,35.14657974243164,-0.02443140745162964,1513.6390336320037,17.231617647058822
105,0.005044146440923214,0.0012662336230278015,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.453125,34.43178939819336,-2.2358226776123047,1529.14527004899,17.011948529411764
106,0.005181679967790842,0.000942956714425236,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,34.44923400878906,-1.8074110746383667,1543.3467590410146,16.951286764705884
107,0.004993070848286152,0.0014806123217567801,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.203125,33.220008850097656,-1.8329663276672363,1557.5131794799818,16.561580882352942
108,-0.10446563363075256,0.6650099158287048,0.006878246107346835,0.96875,0.03125,0.0,0.015625,0.015625,0.0,15.40625,34.130332946777344,-0.4954078197479248,1571.369495654013,17.095588235294116
109,0.005099935457110405,0.0012820686679333448,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.71875,33.791255950927734,-1.3472450971603394,1586.693660133984,16.865808823529413
110,0.0049650282599031925,0.0013963490491732955,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.484375,33.21915817260742,-2.4491028785705566,1602.6112932590186,16.66636029411765
111,-0.02617480419576168,0.24868084490299225,0.006878246107346835,0.984375,0.015625,0.0,0.0,0.015625,0.0,15.75,33.99452590942383,-0.755933940410614,1618.2227479200228,17.049632352941178
112,0.005186543799936771,0.001136347302235663,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.25,33.252784729003906,-0.43745553493499756,1633.8203997560195,16.943933823529413
113,0.005307994782924652,0.0009810877963900566,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.921875,34.174156188964844,-2.5032925605773926,1649.8183737649815,17.409007352941178
114,-0.0731540247797966,0.6207253932952881,0.006878246107346835,0.984375,0.015625,0.0,0.015625,0.0,0.0,15.609375,33.24810791015625,-0.7507485151290894,1665.4316092809895,16.91452205882353
115,0.00542233232408762,0.0007463509100489318,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.671875,32.77627944946289,0.21412742137908936,1681.2929829889908,16.84375
116,-0.07280988991260529,0.6207681894302368,0.006878246107346835,0.984375,0.015625,0.0,0.015625,0.0,0.0,15.796875,33.503543853759766,-1.594395399093628,1696.6375137509895,17.278492647058822
117,0.005268456414341927,0.0010373486438766122,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.8125,33.54375076293945,-2.064422607421875,1712.5119811330223,17.370404411764707
118,-0.025987446308135986,0.24870380759239197,0.006878246107346835,0.984375,0.015625,0.0,0.0,0.015625,0.0,15.8125,32.994686126708984,-2.5190372467041016,1728.1217545280233,17.19761029411765
119,0.005449559539556503,0.0007148083532229066,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.734375,32.78106689453125,-0.5772906541824341,1743.8681523739942,17.176470588235293
120,0.005147117655724287,0.001116124913096428,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.734375,31.84340476989746,-0.5330197811126709,1759.4366464699851,16.721507352941178
121,0.005378947593271732,0.0008592304075136781,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.640625,32.427452087402344,-0.9627798795700073,1775.276550236973,17.165441176470587
122,0.00528681231662631,0.0009465761831961572,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.96875,32.28582763671875,-2.402164936065674,1791.0894348109723,17.206801470588236
123,0.005285139195621014,0.0008042081026360393,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.796875,30.908306121826172,-3.0998246669769287,1806.9131411699927,16.482536764705884
124,0.00524497264996171,0.00103923084679991,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.546875,31.309797286987305,-2.1752848625183105,1821.1049650380155,16.780330882352942
125,0.0055487873032689095,0.0006581093184649944,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.8125,30.589008331298828,-2.170673131942749,1835.4157607660163,16.563419117647058
126,0.00544677535071969,0.0008083565626293421,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.890625,31.09480857849121,-2.5640175342559814,1851.0148458770127,16.94577205882353
127,0.005661126226186752,0.0004103084502276033,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.984375,30.834392547607422,-1.737939476966858,1866.9151332559995,16.918198529411764
128,0.005483261309564114,0.000667739484924823,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.875,30.43378448486328,-2.3680388927459717,1882.8081937259994,16.823529411764707
129,0.005535139702260494,0.0007055964088067412,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.984375,30.102312088012695,-1.3691182136535645,1898.4652111940086,16.794117647058822
130,0.005555006209760904,0.000557663501240313,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,28.619800567626953,-0.7469453811645508,1913.9988808970083,16.20863970588235
131,0.005539910867810249,0.0007042970391921699,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,29.558488845825195,-1.1975733041763306,1929.82771168201,16.764705882352942
132,0.00535027589648962,0.0009765243157744408,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.828125,29.179119110107422,-2.289367914199829,1945.6602451360086,16.731617647058822
133,0.005520801059901714,0.0007424476789310575,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,28.639081954956055,-2.104614019393921,1961.48549800599,16.537683823529413
134,0.005662478040903807,0.0003848443157039583,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.78125,27.724443435668945,-2.0485334396362305,1976.959187735978,16.220588235294116
135,0.005627342499792576,0.0004952868912369013,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.828125,27.994611740112305,-1.340712308883667,1992.7522255689837,16.38327205882353
136,0.005618051625788212,0.0004942684317938983,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.671875,26.87759780883789,-0.6177356243133545,2008.5418426619726,16.037683823529413
137,0.005578399635851383,0.0005490691983141005,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,27.458419799804688,-2.081570625305176,2022.6826512920088,16.496323529411764
138,0.005488234106451273,0.0007615314680151641,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.59375,27.67413330078125,-2.969801425933838,2037.7096683569835,16.613970588235293
139,0.005534878931939602,0.0006518607260659337,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.84375,26.94470977783203,-1.6222604513168335,2053.0430498889764,16.454963235294116
140,0.005732287652790546,0.000285453861579299,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.796875,26.775146484375,-0.5141963958740234,2068.6672637549927,16.486213235294116
141,0.005457584280520678,0.0008182680467143655,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.90625,26.103538513183594,-2.7242703437805176,2084.432591651974,16.301470588235293
142,0.005492623895406723,0.0008323115180246532,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.859375,26.366168975830078,-1.543684959411621,2099.396200329007,16.5625
143,0.005519875790923834,0.000900991668459028,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,15.796875,26.35218048095703,-0.6536503434181213,2114.4968601879664,16.691176470588236
144,0.00546646025031805,0.0009085875353775918,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,25.208890914916992,-2.2019476890563965,2129.4470426840126,16.19577205882353
145,0.005705752409994602,0.00029050439479760826,0.006878246107346835,1.0,0.0,0.0,0.0,0.0,0.0,16.0,26.471742630004883,-2.298002004623413,2144.2148473840207,16.990808823529413
