step,avg_reward,std_reward,step_max_reward,best_gpu_reward,valid_rate,invalid_rate,avg_formula_len,entropy,loss,sample_seconds,vm_seconds,score_seconds,backward_seconds,step_seconds,formulas_per_second,cuda_memory_allocated_mb,cuda_memory_reserved_mb,avg_allowed_actions
26,-0.0986400842666626,0.6666256785392761,0.007434364408254623,0.008246753364801407,0.9736328125,0.0263671875,15.271484375,39.476951599121094,-0.4974603056907654,4.171348037198186,0.14030220732092857,2.0071903485804796,0.03796125203371048,6.374532073736191,160.63924193259587,286.8447265625,8194.0,17.228573069852942
27,-0.06351862847805023,0.5124302506446838,0.006792974192649126,0.008246753364801407,0.9794921875,0.0205078125,15.21875,39.2137451171875,0.08400718867778778,4.103970443829894,0.14012017101049423,2.0095606800168753,0.03821862302720547,6.309837851673365,162.2862621942711,286.8447265625,8194.0,17.10678998161765
28,-0.08005783706903458,0.5808260440826416,0.006904547568410635,0.008246753364801407,0.9755859375,0.0244140625,15.2451171875,39.045921325683594,-0.3602953255176544,4.1040597427636385,0.14275821298360825,1.9996702838689089,0.038500916212797165,6.30271521769464,162.469660238679,286.8447265625,8194.0,17.040958180147058
29,-0.08205537497997284,0.583901584148407,0.0069798668846488,0.008246753364801407,0.974609375,0.025390625,15.15234375,38.88896942138672,-0.46159613132476807,4.093856068328023,0.14126134477555752,1.9992540273815393,0.04071865603327751,6.293009079992771,162.72024829196278,286.8447265625,8194.0,16.999080882352942
30,-0.04975517466664314,0.45552587509155273,0.006595632992684841,0.008246753364801407,0.9833984375,0.0166015625,15.3056640625,39.17624282836914,-0.07650375366210938,4.249661240726709,0.14025101996958256,1.997942304238677,0.040676822885870934,6.44821859896183,158.80354927248666,286.8447265625,8194.0,17.16538373161765
31,-0.061451591551303864,0.5368747115135193,0.00667195301502943,0.008246753364801407,0.9833984375,0.0166015625,15.5830078125,39.78297424316406,-0.2502537965774536,4.200701387599111,0.14126086980104446,1.9997092932462692,0.03882705979049206,6.399023175239563,160.02442434687137,286.8447265625,8194.0,17.4462890625
32,-0.04381049424409866,0.4431048631668091,0.00691026309505105,0.008246753364801407,0.986328125,0.013671875,15.279296875,38.7718620300293,-0.5916269421577454,4.136002209037542,0.1404392160475254,1.9683422651141882,0.03656594268977642,6.301173243671656,162.50941854811174,286.8447265625,8194.0,17.001895680147058
33,-0.06250602006912231,0.5520007610321045,0.00654784357175231,0.008246753364801407,0.984375,0.015625,15.427734375,39.14399719238281,-0.6402520537376404,4.098533539101481,0.1434661839157343,2.020221309736371,0.03872688300907612,6.3190041948109865,162.05084985398238,286.8447265625,8194.0,17.195599724264707
34,-0.034083519130945206,0.3850599527359009,0.006333426106721163,0.008246753364801407,0.98828125,0.01171875,15.3642578125,38.80818176269531,-0.3225926160812378,4.102181151509285,0.13948914036154747,2.0158835742622614,0.04069527983665466,6.316302040591836,162.12017623907857,286.8447265625,8194.0,17.054802389705884
35,-0.029181480407714844,0.35237398743629456,0.006279052700847387,0.008246753364801407,0.9892578125,0.0107421875,15.23046875,38.539337158203125,-0.2164163589477539,4.126111265271902,0.14395705051720142,2.001605547964573,0.04023744724690914,6.329938191920519,161.77093187213507,286.8447265625,8194.0,16.996955422794116
36,-0.0653337836265564,0.5436497330665588,0.007158334832638502,0.008246753364801407,0.9814453125,0.0185546875,15.3994140625,38.80907440185547,-0.6827711462974548,4.057891055941582,0.14355710707604885,2.0638114251196384,0.04342387802898884,6.3275595642626286,161.83174407135434,286.8447265625,8194.0,17.138786764705884
37,-0.030143093317747116,0.3337891101837158,0.006912569515407085,0.008246753364801407,0.9873046875,0.0126953125,15.4453125,38.79285430908203,0.08120185136795044,4.179558454081416,0.14382035471498966,2.011370787397027,0.04606579430401325,6.399778116494417,160.00554727995987,286.8447265625,8194.0,17.147575827205884
38,-0.03600464016199112,0.4258403480052948,0.006991757545620203,0.008246753364801407,0.990234375,0.009765625,15.318359375,38.594146728515625,-0.3770366907119751,4.1241854932159185,0.14102619141340256,1.9990413151681423,0.0407729335129261,6.3228470813483,161.95235893347584,286.8447265625,8194.0,17.10546875
39,-0.04083854705095291,0.41962605714797974,0.006622148212045431,0.008246753364801407,0.986328125,0.013671875,15.4013671875,38.59972381591797,-0.0754658579826355,4.140369024127722,0.1420772336423397,2.018884379416704,0.040504977107048035,6.3616736605763435,160.96393097712425,286.8447265625,8194.0,17.1328125
40,-0.014485683292150497,0.28436610102653503,0.007171408738940954,0.008246753364801407,0.9951171875,0.0048828125,15.3818359375,38.29484176635742,-0.3217136859893799,4.105863817036152,0.1402723379433155,2.000954542309046,0.04029099643230438,6.307841436937451,162.33762535685534,286.8447265625,8194.0,16.978285845588236
41,-0.029129359871149063,0.3523789048194885,0.006847573444247246,0.008246753364801407,0.9892578125,0.0107421875,15.3193359375,38.23519515991211,-0.2818218469619751,4.1154809053987265,0.1401659194380045,2.0134786684066057,0.040849458426237106,6.328042289242148,161.81939898550127,286.8447265625,8194.0,16.99155560661765
42,-0.018381956964731216,0.2975712716579437,0.007053987588733435,0.008246753364801407,0.9931640625,0.0068359375,15.3349609375,38.034385681152344,-0.43487247824668884,4.114833867177367,0.14217902906239033,2.046582579612732,0.040407441556453705,6.364057311788201,160.9036421000225,286.8447265625,8194.0,16.915900735294116
43,-0.025209840387105942,0.29542276263237,0.006839780602604151,0.008246753364801407,0.98828125,0.01171875,15.3642578125,38.040496826171875,0.08166247606277466,4.108487397432327,0.1447672601789236,2.0103624518960714,0.04255340434610844,6.324223689734936,161.91710638921415,286.8447265625,8194.0,16.917049632352942
44,-0.015392489731311798,0.26104092597961426,0.006655230652540922,0.008246753364801407,0.9931640625,0.0068359375,15.310546875,37.99625015258789,-0.009054630994796753,4.16159744374454,0.14554945193231106,2.0314924996346235,0.04347691871225834,6.400342373177409,159.99144112842853,286.8447265625,8194.0,16.99069393382353
45,-0.026141613721847534,0.3648635745048523,0.007430102210491896,0.008246753364801407,0.9921875,0.0078125,15.4375,38.0023307800293,-0.42420950531959534,4.142185656353831,0.1454592254012823,2.0344710033386946,0.04233533889055252,6.383670354261994,160.40928543817063,286.8447265625,8194.0,16.95835248161765
46,-0.01831892691552639,0.24342267215251923,0.007022487930953503,0.008246753364801407,0.990234375,0.009765625,15.3212890625,38.00316619873047,0.372967004776001,4.152752008289099,0.1450480930507183,2.0249199587851763,0.040213288739323616,6.38179736956954,160.456363732694,286.8447265625,8194.0,17.03176700367647
47,-0.016275698319077492,0.2910611033439636,0.0067617762833833694,0.008246753364801407,0.994140625,0.005859375,15.4580078125,38.063514709472656,-0.04661351442337036,4.162230499088764,0.14314739778637886,1.9952247831970453,0.040421342477202415,6.3591520469635725,161.02775848691164,286.8447265625,8470.0,17.042796415441178
48,-0.034832071512937546,0.40598371624946594,0.006454794201999903,0.008246753364801407,0.9892578125,0.0107421875,15.5009765625,38.15453338623047,-0.3749108910560608,4.106029111891985,0.14369097352027893,2.0024030711501837,0.04014170356094837,6.310536557808518,162.26829376860593,286.8447265625,8470.0,17.13625919117647
49,-0.02312919870018959,0.3358074426651001,0.006637361366301775,0.008246753364801407,0.9921875,0.0078125,15.31640625,37.5999755859375,-0.37023019790649414,4.029141118749976,0.14098774455487728,1.9803457763046026,0.04132695309817791,6.210080090910196,164.89320347073252,286.8447265625,8470.0,16.894933363970587
50,-0.03107021003961563,0.3577154576778412,0.006668782327324152,0.008246753364801407,0.98828125,0.01171875,15.505859375,37.876895904541016,0.12860631942749023,4.101251190528274,0.1490135658532381,1.9918643534183502,0.04022890701889992,6.300159962847829,162.5355556110557,286.8447265625,8470.0,17.020795036764707
